Date,Tmax,Tmin
19780401:0900,22.5,15.8
19780402:0900,18.7,12.4
19780403:0900,15.2,10.8
19780404:0900,16.3,10.2
19780405:0900,19.6,10.7
19780406:0900,20.5,15.3
19780407:0900,17,15.8
19780408:0900,21.4,15.7
19780409:0900,19.4,13
19780410:0900,17.2,12.4
19780411:0900,17.1,9.2
19780412:0900,19.2,9.6
19780413:0900,19.6,15.6
19780414:0900,19.6,16.4
19780415:0900,18.4,13.1
19780416:0900,14,12.4
19780417:0900,15.3,13.1
19780418:0900,15,12.8
19780419:0900,14.7,12.8
19780420:0900,14.2,13.2
19780421:0900,14.5,12.8
19780422:0900,16.4,13
19780423:0900,15.2,12.4
19780424:0900,15.6,8.3
19780425:0900,19.2,9.4
19780426:0900,18.1,14.9
19780427:0900,19,15.7
19780428:0900,18.4,13.1
19780429:0900,22,13.4
19780430:0900,19.3,10.3
19780501:0900,16.5,9.8
19780502:0900,13.3,10.6
19780503:0900,14.3,8.9
19780504:0900,12.5,8.9
19780505:0900,15.2,7.9
19780506:0900,11.4,8
19780507:0900,14.9,9.2
19780508:0900,12.4,9.1
19780509:0900,12.2,5.2
19780510:0900,13.9,8.6
19780511:0900,16.1,12
19780512:0900,15.7,13.2
19780513:0900,16.5,13
19780514:0900,17,13.8
19780515:0900,15.1,12.8
19780516:0900,15.4,11
19780517:0900,12.4,9.2
19780518:0900,10.4,8.6
19780519:0900,9.8,8
19780520:0900,10.6,8.7
19780521:0900,11,8.4
19780522:0900,11.1,7.6
19780523:0900,9.4,7.5
19780524:0900,10.4,7
19780525:0900,9.5,7.1
19780526:0900,11.2,5.9
19780527:0900,12.8,3.4
19780528:0900,11.7,4.9
19780529:0900,14.8,8.9
19780530:0900,13.9,11.5
19780531:0900,15.6,12.3
19780601:0900,15.3,11.8
19780602:0900,12.4,5.6
19780603:0900,11.6,4.9
19780604:0900,10.9,6.4
19780605:0900,10.9,7.2
19780606:0900,13.4,6.3
19780607:0900,13.8,9.5
19780608:0900,16,12.3
19780609:0900,14.6,10.9
19780610:0900,11.1,8.5
19780611:0900,9.9,8.6
19780612:0900,12.4,7.3
19780613:0900,10.4,3.9
19780614:0900,6.9,4.6
19780615:0900,7,5
19780616:0900,8,4.8
19780617:0900,8.8,5.8
19780618:0900,10.9,8.5
19780619:0900,11.2,7.9
19780620:0900,8.9,5.4
19780621:0900,7.7,6
19780622:0900,9.1,6.2
19780623:0900,10.7,8.7
19780624:0900,10.2,8.6
19780625:0900,11,8.3
19780626:0900,10.4,7.1
19780627:0900,13.2,5.4
19780628:0900,7.7,3.6
19780629:0900,6.9,3.3
19780630:0900,6.4,1.5
19780701:0900,8.3,2.6
19780702:0900,11.4,3.7
19780703:0900,11.8,6.6
19780704:0900,12.4,7.5
19780705:0900,13,10.4
19780706:0900,13.4,8.2
19780707:0900,10.4,4.9
19780708:0900,11.8,5.9
19780709:0900,12,7.5
19780710:0900,11,6.6
19780711:0900,13.1,4.5
19780712:0900,10.7,6.8
19780713:0900,13.5,8
19780714:0900,12.3,7
19780715:0900,8.9,5.8
19780716:0900,8.3,1.7
19780717:0900,10.4,1.6
19780718:0900,11.4,1.1
19780719:0900,10.2,2.4
19780720:0900,11,8.6
19780721:0900,11.6,8.5
19780722:0900,11.7,9.6
19780723:0900,12.9,7.7
19780724:0900,13.6,10
19780725:0900,13.6,10
19780726:0900,16.3,5.6
19780727:0900,13.5,7.2
19780728:0900,10.7,6.3
19780729:0900,14.3,7.9
19780730:0900,10,7.1
19780731:0900,9.7,7.1
19780801:0900,9.1,3.6
19780802:0900,13.4,6.4
19780803:0900,12.6,9.1
19780804:0900,12.2,9.9
19780805:0900,11.1,4.5
19780806:0900,13.3,3.8
19780807:0900,14.8,6.8
19780808:0900,11.7,9.6
19780809:0900,13.5,10.2
19780810:0900,15.5,10.7
19780811:0900,12.9,10.4
19780812:0900,14.4,9.8
19780813:0900,14.7,6.3
19780814:0900,13.4,7.7
19780815:0900,10.2,7.6
19780816:0900,9.3,4.6
19780817:0900,14,7
19780818:0900,13.5,7.4
19780819:0900,10.4,6
19780820:0900,13.2,4.1
19780821:0900,13.6,4.4
19780822:0900,13.4,7.4
19780823:0900,15.4,5.8
19780824:0900,14.5,9.4
19780825:0900,12.7,5.6
19780826:0900,12.8,3.9
19780827:0900,10.1,4.5
19780828:0900,13.9,6.5
19780829:0900,9.1,3.5
19780830:0900,12.6,4.3
19780831:0900,14.4,5.2
19780901:0900,14.7,6.8
19780902:0900,10,3.7
19780903:0900,11.9,3.9
19780904:0900,10.3,3.6
19780905:0900,14,3.4
19780906:0900,13.1,3
19780907:0900,13.8,6.5
19780908:0900,14.7,9.3
19780909:0900,14.6,10.2
19780910:0900,12.5,10.4
19780911:0900,13.9,9.1
19780912:0900,10.1,7.7
19780913:0900,11.4,7.7
19780914:0900,13.3,10.6
19780915:0900,14.9,8.7
19780916:0900,12.8,7.4
19780917:0900,13.9,5.3
19780918:0900,14,7.9
19780919:0900,15.9,9.6
19780920:0900,12.6,8.4
19780921:0900,11.2,5.2
19780922:0900,14.2,3.4
19780923:0900,16.4,8.4
19780924:0900,16,11.5
19780925:0900,16.7,11.4
19780926:0900,12.6,6.5
19780927:0900,9.3,6.7
19780928:0900,12.1,5.8
19780929:0900,14.5,10.1
19780930:0900,17.5,8.3
19781001:0900,10.3,5.8
19781002:0900,11,3.6
19781003:0900,15.7,7.6
19781004:0900,16,10.7
19781005:0900,16,10.2
19781006:0900,15.6,9.4
19781007:0900,12.1,6.3
19781008:0900,12.2,6.7
19781009:0900,15.8,6
19781010:0900,12.7,5.2
19781011:0900,16.6,10.6
19781012:0900,18.4,6.1
19781013:0900,18.1,10.6
19781014:0900,15.5,11.2
19781015:0900,14.9,10.2
19781016:0900,16.7,6.6
19781017:0900,12.5,4.4
19781018:0900,15.8,9.4
19781019:0900,15.5,10.9
19781020:0900,13.6,11.7
19781021:0900,15,7.9
19781022:0900,11.8,4.7
19781023:0900,14.6,7.4
19781024:0900,14.7,6.5
19781025:0900,12.4,5.7
19781026:0900,15.8,8.9
19781027:0900,12.6,6.6
19781028:0900,12.6,4.5
19781029:0800,13.4,5
19781030:0800,17.6,8.9
19781031:0800,18.2,11.5
19781101:0800,17,12.3
19781102:0800,17.6,10.3
19781103:0800,12.2,6.4
19781104:0800,16,9.6
19781105:0800,19,6.9
19781106:0800,11.2,3.7
19781107:0800,16.4,9.9
19781108:0800,17.7,9.6
19781109:0800,18.7,11.5
19781110:0800,17.4,12.5
19781111:0800,14.9,10.9
19781112:0800,14.6,9.3
19781113:0800,14.8,9.8
19781114:0800,17.5,10.1
19781115:0800,15.4,9.4
19781116:0800,15.6,5.7
19781117:0800,14.8,9
19781118:0800,16.8,12.2
19781119:0800,14.6,6.5
19781120:0800,20.2,10.8
19781121:0800,19.6,13.5
19781122:0800,19,13.8
19781123:0800,18.9,14.2
19781124:0800,15.5,12.6
19781125:0800,16.5,11.2
19781126:0800,16.6,9
19781127:0800,16.7,11.5
19781128:0800,22.6,13
19781129:0800,20.5,11.6
19781130:0800,15.7,10.2
19781201:0800,24.3,12.9
19781202:0800,19.5,13
19781203:0800,15,11.5
19781204:0800,16,10.9
19781205:0800,15.4,11.4
19781206:0800,20.5,11.5
19781207:0800,24.3,15.4
19781208:0800,21.1,14.3
19781209:0800,19.4,13.1
19781210:0800,20.6,11.6
19781211:0800,16.3,8.5
19781212:0800,17,8.1
19781213:0800,15.8,8
19781214:0800,15.5,8.2
19781215:0800,16.9,9.6
19781216:0800,15.2,7.4
19781217:0800,20.6,12.8
19781218:0800,21.5,14.1
19781219:0800,26.5,15.4
19781220:0800,19.6,15.4
19781221:0800,20.8,15
19781222:0800,21,11.2
19781223:0800,19,13
19781224:0800,19.6,11.2
19781225:0800,16.8,9.6
19781226:0800,19.1,10.5
19781227:0800,19.8,13.4
19781228:0800,20.2,13.4
19781229:0800,18.5,14.9
19781230:0800,20.8,15.4
19781231:0800,19.7,13.6
19790101:0800,21.8,13.2
19790102:0800,24,13.3
19790103:0800,20.4,14.4
19790104:0800,21.4,10.8
19790105:0800,15.5,8.3
19790106:0800,15.4,11.8
19790107:0800,18.1,13
19790108:0800,25.3,15.7
19790109:0800,20.5,13.6
19790110:0800,23.9,14.8
19790111:0800,21.3,16
19790112:0800,20.1,16.3
19790113:0800,18.7,16.3
19790114:0800,19.6,10.2
19790115:0800,18.7,13.2
19790116:0800,19.3,14.7
19790117:0800,16.6,9.2
19790118:0800,25,14.8
19790119:0800,24.2,15.6
19790120:0800,20.9,13.4
19790121:0800,20.4,14.4
19790122:0800,20.3,14.6
19790123:0800,22,15.2
19790124:0800,19.7,11.2
19790125:0800,23.5,15
19790126:0800,22.2,15
19790127:0800,22.5,16.3
19790128:0800,22.1,14.4
19790129:0800,23.5,10.2
19790130:0800,22.4,12.7
19790131:0800,18.1,9.2
19790201:0800,24.6,13.9
19790202:0800,24.2,14.8
19790203:0800,24.7,15
19790204:0800,23.9,14.8
19790205:0800,28.8,16.7
19790206:0800,20.1,13.2
19790207:0800,20.4,13.5
19790208:0800,25,14.3
19790209:0800,22.5,15.4
19790210:0800,23.3,10.4
19790211:0800,21,12.4
19790212:0800,20.3,14
19790213:0800,21.1,14.7
19790214:0800,21.4,14.5
19790215:0800,18.6,14.2
19790216:0800,18.9,14.2
19790217:0800,19.7,15.7
19790218:0800,17.7,14.1
19790219:0800,18.8,11.7
19790220:0800,21.5,9
19790221:0800,14.1,8.6
19790222:0800,19.2,13.4
19790223:0800,14.1,12
19790224:0800,16.2,11.6
19790225:0800,17.1,8.9
19790226:0800,18.4,9.3
19790227:0800,22.8,12.6
19790228:0800,19.5,13.1
19790301:0800,20,8.2
19790302:0800,19.2,11.2
19790303:0800,21.5,13.5
19790304:0900,18.3,13.5
19790305:0900,20.3,15.9
19790306:0900,22.7,16.1
19790307:0900,22.1,16.3
19790308:0900,22.8,15.7
19790309:0900,23.2,17.7
19790310:0900,24.4,16.3
19790311:0900,25.1,13.3
19790312:0900,15.6,10.1
19790313:0900,20.2,13.4
19790314:0900,23.9,15.4
19790315:0900,15.9,11.9
19790316:0900,14.9,12.5
19790317:0900,13.6,10.8
19790318:0900,14.8,8.2
19790319:0900,20.4,13
19790320:0900,20.3,11.9
19790321:0900,19.1,13
19790322:0900,20.2,14.7
19790323:0900,21.7,14.2
19790324:0900,16,13.5
19790325:0900,18.3,14
19790326:0900,19.9,14
19790327:0900,16.3,13.5
19790328:0900,22.6,15.7
19790329:0900,20.8,10.6
19790330:0900,12.4,9.4
19790331:0900,10.2,6.4
19790401:0900,11.8,8.5
19790402:0900,13.4,7.8
19790403:0900,16.7,9.7
19790404:0900,17.8,11.4
19790405:0900,19.7,14.3
19790406:0900,18.7,14.9
19790407:0900,17.2,15.3
19790408:0900,19.7,15.3
19790409:0900,16.8,14.6
19790410:0900,19.6,14.4
19790411:0900,16.5,13
19790412:0900,18,12.5
19790413:0900,17.4,7.7
19790414:0900,10,6.8
19790415:0900,12.2,4.8
19790416:0900,16,7
19790417:0900,18.3,8.7
19790418:0900,18.5,7.7
19790419:0900,17.1,8.3
19790420:0900,15.7,11.2
19790421:0900,14.3,8.8
19790422:0900,19.2,10.9
19790423:0900,17.9,14
19790424:0900,15.8,13.2
19790425:0900,16.8,13
19790426:0900,15.6,6.7
19790427:0900,14.7,5.4
19790428:0900,15.4,10.9
19790429:0900,15.8,11.5
19790430:0900,16,13.4
19790501:0900,17.4,4.6
19790502:0900,17,8.7
19790503:0900,15.6,11.1
19790504:0900,16.5,10.9
19790505:0900,16.7,14.4
19790506:0900,17,11.7
19790507:0900,17.2,15.1
19790508:0900,15.6,10.5
19790509:0900,12.5,9.3
19790510:0900,12.5,9.6
19790511:0900,16.5,11.1
19790512:0900,17,12.7
19790513:0900,16.4,10.1
19790514:0900,13.6,9.8
19790515:0900,14.8,7.1
19790516:0900,12.3,6.3
19790517:0900,10.6,4.9
19790518:0900,7.5,3.7
19790519:0900,9.6,7.2
19790520:0900,10.6,5.1
19790521:0900,10.5,6.8
19790522:0900,10.1,7
19790523:0900,7.9,5.7
19790524:0900,8.3,6.6
19790525:0900,9.5,7.6
19790526:0900,11.2,8.2
19790527:0900,14.7,5.6
19790528:0900,13.8,8.6
19790529:0900,14.5,7.1
19790530:0900,11.7,4.5
19790531:0900,11.9,4.7
19790601:0900,13.3,7.8
19790602:0900,13.3,9.6
19790603:0900,12.5,8.3
19790604:0900,10.9,5.4
19790605:0900,12.4,6.5
19790606:0900,10.8,5.3
19790607:0900,13.2,3.6
19790608:0900,14,4.9
19790609:0900,13.8,7.5
19790610:0900,13.7,6
19790611:0900,10.2,4
19790612:0900,13.2,8.6
19790613:0900,12.1,10.1
19790614:0900,11,8.6
19790615:0900,10.6,6.7
19790616:0900,12.8,5.5
19790617:0900,13.7,6.3
19790618:0900,11,5.7
19790619:0900,14.2,8.7
19790620:0900,15,8.1
19790621:0900,13.2,5.3
19790622:0900,12.5,6.8
19790623:0900,12.3,8.6
19790624:0900,13.2,8.7
19790625:0900,14,7.7
19790626:0900,12.1,8.1
19790627:0900,10.7,7.3
19790628:0900,14.2,8.2
19790629:0900,15,9.2
19790630:0900,13,7.8
19790701:0900,9.6,7
19790702:0900,10.8,7.6
19790703:0900,12.7,9.4
19790704:0900,12.7,7.6
19790705:0900,9.1,6.2
19790706:0900,8.6,6.2
19790707:0900,8.6,4.9
19790708:0900,10.9,4.2
19790709:0900,11.7,5.1
19790710:0900,12.4,9.2
19790711:0900,13.4,10.4
19790712:0900,13.4,7.8
19790713:0900,10.6,2.4
19790714:0900,11.2,4.6
19790715:0900,12.7,3.8
19790716:0900,7.6,4.9
19790717:0900,11.4,4.8
19790718:0900,11.4,6.3
19790719:0900,14.4,9.3
19790720:0900,12.7,3.9
19790721:0900,12.4,2.5
19790722:0900,13.1,4.6
19790723:0900,13.3,3.7
19790724:0900,13.7,5.7
19790725:0900,13.3,10.9
19790726:0900,13.8,9.7
19790727:0900,13.4,5.4
19790728:0900,12.1,5.9
19790729:0900,11,7.9
19790730:0900,10.3,7.8
19790731:0900,10.4,7.5
19790801:0900,11.3,5.3
19790802:0900,13.1,8.2
19790803:0900,13.4,8.3
19790804:0900,14.1,8.9
19790805:0900,13.7,4.8
19790806:0900,8.8,4.6
19790807:0900,12.8,5.5
19790808:0900,8.3,1.4
19790809:0900,11.4,3.5
19790810:0900,9.8,1.4
19790811:0900,11.8,1.3
19790812:0900,12.8,3.8
19790813:0900,13.8,8.8
19790814:0900,14.1,9.7
19790815:0900,10.3,4.7
19790816:0900,7.2,3.6
19790817:0900,10.1,4.1
19790818:0900,13,6.6
19790819:0900,9.3,6
19790820:0900,9,3.9
19790821:0900,7.9,2.8
19790822:0900,6.4,0.8
19790823:0900,8.4,3.3
19790824:0900,8.9,7.4
19790825:0900,8.1,6.3
19790826:0900,10.2,7.4
19790827:0900,10.4,8.8
19790828:0900,9.7,7.7
19790829:0900,12.4,6.1
19790830:0900,13.6,8.4
19790831:0900,11.6,9.4
19790901:0900,13.9,10.2
19790902:0900,13.1,9.9
19790903:0900,16.3,7
19790904:0900,7.7,6
19790905:0900,9.5,6.5
19790906:0900,11.7,7.7
19790907:0900,14,8.9
19790908:0900,15.7,10.6
19790909:0900,14.6,7
19790910:0900,12,4.3
19790911:0900,13.4,8.2
19790912:0900,14.8,9.1
19790913:0900,16.8,12.1
19790914:0900,15.3,11.2
19790915:0900,14.4,8.5
19790916:0900,8.8,6.5
19790917:0900,8.6,6.7
19790918:0900,12.3,7.4
19790919:0900,14.8,5.7
19790920:0900,15.4,4.9
19790921:0900,13.8,10
19790922:0900,14.4,6.7
19790923:0900,11.9,7.4
19790924:0900,13.4,6.4
19790925:0900,10.5,3.9
19790926:0900,8.5,4.9
19790927:0900,9.4,3.2
19790928:0900,13.7,6.7
19790929:0900,13.4,9.1
19790930:0900,15.3,7.4
19791001:0900,13.5,10.4
19791002:0900,12.6,7.7
19791003:0900,11.2,7.7
19791004:0900,9.3,7.2
19791005:0900,9.4,7.2
19791006:0900,11.1,4.5
19791007:0900,14.5,8.8
19791008:0900,15,7.5
19791009:0900,13,9
19791010:0900,14.4,6.3
19791011:0900,15.8,8.5
19791012:0900,17.8,10.3
19791013:0900,16.5,10.1
19791014:0900,14.4,12.7
19791015:0900,14.5,7.3
19791016:0900,16.2,5.7
19791017:0900,15.6,11.1
19791018:0900,16.8,8.3
19791019:0900,14.1,6.9
19791020:0900,17.6,8.3
19791021:0900,17.9,9.6
19791022:0900,16.4,5.4
19791023:0900,10.6,4.2
19791024:0900,10.1,6.2
19791025:0900,12.9,8.6
19791026:0900,16.9,10.7
19791027:0900,15.1,11.6
19791028:0800,15,11.9
19791029:0800,17.4,12.9
19791030:0800,14.7,13.2
19791031:0800,18.1,9.1
19791101:0800,15.3,10
19791102:0800,17.3,10
19791103:0800,17.7,12.5
19791104:0800,13.6,10.7
19791105:0800,14.6,5.5
19791106:0800,17.9,6.7
19791107:0800,16.8,12.3
19791108:0800,18,12.6
19791109:0800,15.2,8.7
19791110:0800,14.4,9
19791111:0800,14.7,6.6
19791112:0800,18.2,12.6
19791113:0800,18.9,13.2
19791114:0800,17.6,14.5
19791115:0800,16.7,8.4
19791116:0800,14,6.6
19791117:0800,16.9,12
19791118:0800,17,13
19791119:0800,20,14.2
19791120:0800,17.8,13.7
19791121:0800,18.4,13.2
19791122:0800,19.1,13.6
19791123:0800,19.1,13.8
19791124:0800,18.6,11.9
19791125:0800,20.5,9.8
19791126:0800,21.7,10.7
19791127:0800,18.2,14.2
19791128:0800,18.5,14.9
19791129:0800,18.7,14.8
19791130:0800,19.7,11.8
19791201:0800,20.2,13.4
19791202:0800,18.7,14
19791203:0800,17.6,14.2
19791204:0800,18.5,12.4
19791205:0800,19.7,10.4
19791206:0800,18.2,14.3
19791207:0800,16.7,11.6
19791208:0800,20.3,7.6
19791209:0800,13,8
19791210:0800,20.4,12.4
19791211:0800,23.5,15
19791212:0800,21.3,13.7
19791213:0800,18,11.2
19791214:0800,16.1,9.7
19791215:0800,18.1,10.8
19791216:0800,17,10.3
19791217:0800,22.2,13.6
19791218:0800,18.7,14
19791219:0800,18.2,13.2
19791220:0800,19.9,12.5
19791221:0800,17.8,11.3
19791222:0800,18.8,12.1
19791223:0800,18.1,14.2
19791224:0800,19,15.8
19791225:0800,20.6,15.5
19791226:0800,19.8,16
19791227:0800,18.9,12.9
19791228:0800,18.1,9.7
19791229:0800,12.7,10.5
19791230:0800,12.3,10.7
19791231:0800,14.7,11.4
19800101:0800,16,12
19800102:0800,21.7,13.5
19800103:0800,17,7.8
19800104:0800,12.6,9.5
19800105:0800,13.1,10.5
19800106:0800,16.6,11
19800107:0800,19.5,10.4
19800108:0800,20.8,10.9
19800109:0800,20.8,12.2
19800110:0800,19.6,12.5
19800111:0800,23.2,12.9
19800112:0800,21.3,14.1
19800113:0800,20.6,15.8
19800114:0800,21.9,16.9
19800115:0800,22.4,16.9
19800116:0800,21.7,17.3
19800117:0800,20.1,14
19800118:0800,17.8,8.7
19800119:0800,17.7,12.7
19800120:0800,17.2,13.9
19800121:0800,19.8,14.2
19800122:0800,19.4,12.3
19800123:0800,20.7,13.5
19800124:0800,18.4,14.1
19800125:0800,19.8,15.3
19800126:0800,19.5,13.8
19800127:0800,19.7,15.3
19800128:0800,19.6,14.6
19800129:0800,21.3,13.2
19800130:0800,22.7,16.7
19800131:0800,23.5,17.4
19800201:0800,21.9,16.8
19800202:0800,22.3,16.8
19800203:0800,19.7,16.2
19800204:0800,20.2,16.2
19800205:0800,20.9,18.1
19800206:0800,22.8,14.4
19800207:0800,22.3,14.8
19800208:0800,19,12.3
19800209:0800,20.6,13.4
19800210:0800,24.3,16.8
19800211:0800,20.4,10.4
19800212:0800,13.9,10.5
19800213:0800,16.5,10
19800214:0800,18.6,12.9
19800215:0800,19.9,14.7
19800216:0800,21.8,13.6
19800217:0800,22,13.8
19800218:0800,24.9,15.8
19800219:0800,23.9,13
19800220:0800,18.7,12
19800221:0800,21.3,15.7
19800222:0800,18.4,11.5
19800223:0800,17.5,12.2
19800224:0800,15,10.2
19800225:0800,19.3,10.9
19800226:0800,17.8,13.1
19800227:0800,18.5,11.3
19800228:0800,16.8,12
19800229:0800,15.6,10.3
19800301:0800,14.6,10.3
19800302:0900,16,12.6
19800303:0900,19.3,13.5
19800304:0900,15.7,12.4
19800305:0900,17.4,14.2
19800306:0900,20.8,13.3
19800307:0900,21.4,12.9
19800308:0900,17.9,12.5
19800309:0900,18.7,11
19800310:0900,22,13.5
19800311:0900,18.8,13
19800312:0900,17.1,12
19800313:0900,19.2,10.8
19800314:0900,14.5,10.1
19800315:0900,16.9,9
19800316:0900,16.7,11.6
19800317:0900,19.6,11.2
19800318:0900,16.9,5
19800319:0900,15.9,9.8
19800320:0900,19,15.3
19800321:0900,17.5,8.5
19800322:0900,14.1,6.8
19800323:0900,16.5,11.3
19800324:0900,15,11.8
19800325:0900,17.8,11.1
19800326:0900,18.7,10.6
19800327:0900,13.9,6.9
19800328:0900,17.6,10.6
19800329:0900,18.6,12.2
19800330:0900,18.8,14.6
19800331:0900,17.9,15.3
19800401:0900,16.3,9.2
19800402:0900,16.9,10.8
19800403:0900,14.7,8.8
19800404:0900,12.1,8.7
19800405:0900,15.8,9.3
19800406:0900,14.9,9.7
19800407:0900,15.9,11.7
19800408:0900,16.7,12.7
19800409:0900,18.6,12.2
19800410:0900,14.5,11.6
19800411:0900,13.6,10.6
19800412:0900,13.6,7.9
19800413:0900,14.2,9.6
19800414:0900,13.6,8.3
19800415:0900,16.9,11.4
19800416:0900,17.5,11.2
19800417:0900,15.6,10.2
19800418:0900,16.7,12
19800419:0900,13.9,10.7
19800420:0900,13.9,6.1
19800421:0900,18.5,9.2
19800422:0900,17.9,8
19800423:0900,16.8,9.2
19800424:0900,15.8,12.1
19800425:0900,16.6,14.1
19800426:0900,17.1,14.2
19800427:0900,17.3,14.4
19800428:0900,17,12.9
19800429:0900,15.1,9.6
19800430:0900,15.1,7.8
19800501:0900,15,5.8
19800502:0900,15.6,5.9
19800503:0900,14.5,8.8
19800504:0900,18.1,7.1
19800505:0900,16.6,9.5
19800506:0900,15.7,7.5
19800507:0900,12.4,6.4
19800508:0900,13.5,6.6
19800509:0900,15.6,8.7
19800510:0900,17.2,8.5
19800511:0900,16.7,8.8
19800512:0900,16.4,8.7
19800513:0900,14.5,9.4
19800514:0900,15.9,12
19800515:0900,14.7,11
19800516:0900,13.5,7
19800517:0900,15.1,6.1
19800518:0900,16.2,7.9
19800519:0900,15.4,10.4
19800520:0900,15.8,7.8
19800521:0900,15.1,11.5
19800522:0900,13.8,5
19800523:0900,14.1,8.5
19800524:0900,16.5,13.4
19800525:0900,14.7,9
19800526:0900,16.6,10.4
19800527:0900,12,9.6
19800528:0900,11.9,6.5
19800529:0900,13.1,8.9
19800530:0900,11.7,6.2
19800531:0900,12,7.8
19800601:0900,13.1,8.9
19800602:0900,13.3,9.4
19800603:0900,14.3,12.5
19800604:0900,14.1,12.1
19800605:0900,14.6,11.7
19800606:0900,13.8,9.7
19800607:0900,13.8,9.1
19800608:0900,10.7,6.4
19800609:0900,13.5,6.1
19800610:0900,12.3,6.8
19800611:0900,13.1,9.7
19800612:0900,13.6,7
19800613:0900,11.1,4.6
19800614:0900,10.6,3.4
19800615:0900,7,4.4
19800616:0900,7.5,3.2
19800617:0900,8.6,5.5
19800618:0900,9.7,6.5
19800619:0900,10.5,5.7
19800620:0900,10.5,5.6
19800621:0900,10.6,3.6
19800622:0900,10.9,4.4
19800623:0900,14,5.9
19800624:0900,14.4,6.7
19800625:0900,13.8,7
19800626:0900,9.4,4.4
19800627:0900,10.4,2.7
19800628:0900,12.1,4.2
19800629:0900,11.8,5.9
19800630:0900,13.5,9.2
19800701:0900,15.9,11.3
19800702:0900,13,11.2
19800703:0900,13.4,11
19800704:0900,13,9
19800705:0900,10.2,8.3
19800706:0900,10,7.9
19800707:0900,10.1,7.3
19800708:0900,11.9,8.3
19800709:0900,12.3,9.4
19800710:0900,11,7.6
19800711:0900,11.6,3.6
19800712:0900,9.2,4.9
19800713:0900,11,5.5
19800714:0900,10.3,5.7
19800715:0900,11.8,2.9
19800716:0900,11.4,2.5
19800717:0900,8.1,5.4
19800718:0900,9.2,3.2
19800719:0900,10.8,2.9
19800720:0900,11.4,3.3
19800721:0900,10.9,4.6
19800722:0900,13.7,7.5
19800723:0900,11.3,7.7
19800724:0900,10.7,6.7
19800725:0900,10,4.4
19800726:0900,10.9,2.8
19800727:0900,12.1,5.9
19800728:0900,13.2,7
19800729:0900,10.9,4.3
19800730:0900,9.2,5.9
19800731:0900,11.5,4
19800801:0900,10.6,6.3
19800802:0900,10.3,5.6
19800803:0900,12.1,5.4
19800804:0900,10.5,4.3
19800805:0900,12.4,5.4
19800806:0900,13.4,5.1
19800807:0900,13.3,5.3
19800808:0900,8.4,5.7
19800809:0900,8.4,5.4
19800810:0900,9.1,1.3
19800811:0900,10.8,3
19800812:0900,11.6,8.6
19800813:0900,13,10.6
19800814:0900,14.1,5.9
19800815:0900,14.3,8.4
19800816:0900,11.6,7.6
19800817:0900,11.5,3.7
19800818:0900,7.8,4.5
19800819:0900,9.2,2.4
19800820:0900,11.7,7.7
19800821:0900,12.9,3.9
19800822:0900,10.8,2.8
19800823:0900,11.6,7.2
19800824:0900,11.4,10.2
19800825:0900,14,11
19800826:0900,15.3,12
19800827:0900,12.9,8.7
19800828:0900,12.5,6.3
19800829:0900,10.6,3.8
19800830:0900,11,6.3
19800831:0900,13.3,9
19800901:0900,16.4,9.6
19800902:0900,13.1,10
19800903:0900,14.5,10.6
19800904:0900,13.6,9.2
19800905:0900,13.5,8.6
19800906:0900,13,5.2
19800907:0900,12.2,5.1
19800908:0900,13.1,6.5
19800909:0900,14.6,7.6
19800910:0900,13.4,9.6
19800911:0900,13.9,8.5
19800912:0900,15.6,9
19800913:0900,13.7,10.6
19800914:0900,12.1,4.6
19800915:0900,10.9,3.2
19800916:0900,15.4,8.5
19800917:0900,12.9,8.8
19800918:0900,14.9,8.1
19800919:0900,17,9.9
19800920:0900,13.6,8.7
19800921:0900,14.7,9.9
19800922:0900,16.1,9.3
19800923:0900,12.8,9
19800924:0900,17.4,7.5
19800925:0900,15.9,8.6
19800926:0900,16.2,11
19800927:0900,15.5,10.3
19800928:0900,13.3,5.2
19800929:0900,14.4,8.5
19800930:0900,16.3,10
19801001:0900,15.9,10.7
19801002:0900,19.2,12.1
19801003:0900,15.6,12
19801004:0900,17.5,9.4
19801005:0900,9.6,4
19801006:0900,12.5,4.4
19801007:0900,17,11.1
19801008:0900,16.6,11.2
19801009:0900,18.4,12.7
19801010:0900,17.6,11.2
19801011:0900,13.1,8.2
19801012:0900,13.5,7.5
19801013:0900,16.3,7.1
19801014:0900,11.4,6.7
19801015:0900,14.5,9.8
19801016:0900,17.6,7.9
19801017:0900,13.2,6.3
19801018:0900,14,7.5
19801019:0900,12.8,8.6
19801020:0900,13.3,6.1
19801021:0900,16,8.4
19801022:0900,17,11.5
19801023:0900,16.5,9.9
19801024:0900,15.8,8.6
19801025:0900,18.4,12
19801026:0800,16.8,12
19801027:0800,18.5,12.2
19801028:0800,15.8,11.5
19801029:0800,16.2,11.2
19801030:0800,15,10.5
19801031:0800,17.5,11
19801101:0800,16.1,11.9
19801102:0800,16.1,5.7
19801103:0800,15.2,11
19801104:0800,18.2,11.1
19801105:0800,17.4,10.4
19801106:0800,13.3,9.5
19801107:0800,17.8,11.4
19801108:0800,15,11.1
19801109:0800,13.1,7.5
19801110:0800,10.2,4.4
19801111:0800,12.2,5.5
19801112:0800,16.4,8.2
19801113:0800,18.2,11.8
19801114:0800,14.5,9
