Date,Tmax,Tmin
19481224:0900,18.9,10.4
19481225:0900,20.6,12.4
19481226:0900,23.1,13.4
19481227:0900,21.8,13.9
19481228:0900,25.3,13.2
19481229:0900,29.1,13.5
19481230:0900,25.4,14.2
19481231:0900,23.4,15.6
19490101:0900,20,10.7
19490102:0900,18.1,10.3
19490103:0900,17.9,11.9
19490104:0900,17.7,12.8
19490105:0900,21.2,12.3
19490106:0900,24.4,14.7
19490107:0900,22.4,14.7
19490108:0900,22.7,12.2
19490109:0900,17.8,11.1
19490110:0900,18.3,10.3
19490111:0900,20.1,11.1
19490112:0900,22.2,14.1
19490113:0900,20.8,9.5
19490114:0900,15.4,10.6
19490115:0900,17.1,9.2
19490116:0900,16.4,8.4
19490117:0900,15.2,8.6
19490118:0900,18.8,13.2
19490119:0900,19.6,14.4
19490120:0900,20.1,13
19490121:0900,20.1,13.1
19490122:0900,21.8,10.9
19490123:0900,23,14.2
19490124:0900,20.7,13.7
19490125:0900,20.3,8.5
19490126:0900,18.9,9.6
19490127:0900,13.8,7.7
19490128:0900,15.4,6.8
19490129:0900,14.4,9
19490130:0900,18.3,9.7
19490131:0900,18.1,12.8
19490201:0900,22.9,14.2
19490202:0900,22.3,10.1
19490203:0900,21,11.2
19490204:0900,23.2,13.3
19490205:0900,21,14.6
19490206:0900,21.1,16.8
19490207:0900,23.2,17.1
19490208:0900,22.4,16.2
19490209:0900,21.2,16.6
19490210:0900,21.3,16.8
19490211:0900,22.6,16.6
19490212:0900,22.9,17
19490213:0900,19.9,15.8
19490214:0900,19,13.6
19490215:0900,23,12.6
19490216:0900,20.5,13.3
19490217:0900,21.2,14.7
19490218:0900,24.9,15.3
19490219:0900,24.1,9.4
19490220:0900,19.1,13.8
19490221:0900,19.9,9.6
19490222:0900,18.7,9.3
19490223:0900,21,14
19490224:0900,19.3,14.6
19490225:0900,19.7,8.4
19490226:0900,20.6,10.3
19490227:0900,21.1,12.8
19490228:0900,22.6,11.4
19490301:0900,22.2,13.7
19490302:0900,20.7,11
19490303:0900,17.9,14.1
19490304:0900,20.1,11.9
19490305:0900,18.2,6.1
19490306:0900,21.6,14.2
19490307:0900,20,11
19490308:0900,12.8,8.3
19490309:0900,15.7,7.7
19490310:0900,19.7,9.1
19490311:0900,21,10.4
19490312:0900,21.6,13.3
19490313:0900,17.4,8.8
19490314:0900,20.1,10
19490315:0900,22.7,12
19490316:0900,22.3,14.6
19490317:0900,20.7,16.7
19490318:0900,19.9,16.3
19490319:0900,19,16.7
19490320:0900,19.9,10.3
19490321:0900,21,12.6
19490322:0900,17.7,13.3
19490323:0900,17.9,6.8
19490324:0900,15.1,7.1
19490325:0900,17.9,8.4
19490326:0900,18,12.4
19490327:0900,18.4,5
19490328:0900,10.9,4.7
19490329:0900,13.2,7.9
19490330:0900,16.9,6.6
19490331:0900,19.2,10.1
19490401:0900,17.8,13.2
19490402:0900,17.8,9.6
19490403:0900,14.6,7.4
19490404:0900,19.9,7.6
19490405:0900,18.9,10.6
19490406:0900,17.4,8.1
19490407:0900,15.4,6.1
19490408:0900,17.6,10.7
19490409:0900,17.6,12.6
19490410:0900,17.7,14.1
19490411:0900,17.7,13.2
19490412:0900,16.9,11
19490413:0900,15.5,5.5
19490414:0900,14.2,4.9
19490415:0900,17.7,11.3
19490416:0900,14.9,4.4
19490417:0900,14.4,5.4
19490418:0900,15.6,7.3
19490419:0900,12.6,8.4
19490420:0900,12.6,7.6
19490421:0900,12.8,6.6
19490422:0900,15.3,6.9
19490423:0900,15.4,9.6
19490424:0900,15.8,11.7
19490425:0900,15.1,9.7
19490426:0900,10.9,7.8
19490427:0900,13,9.4
19490428:0900,12.8,9.2
19490429:0900,11.6,6.7
19490430:0900,10.4,6.1
19490501:0900,10.7,8.8
19490502:0900,12.1,8.1
19490503:0900,10.8,6.4
19490504:0900,14.4,5.4
19490505:0900,14.9,7.1
19490506:0900,13.7,9.6
19490507:0900,15.1,7.1
19490508:0900,15.9,11.7
19490509:0900,13.7,10.6
19490510:0900,15.2,7.3
19490511:0900,8.9,4.7
19490512:0900,8.2,5.1
19490513:0900,13.8,6
19490514:0900,9.8,6.7
19490515:0900,11.6,2.3
19490516:0900,12.6,4.6
19490517:0900,14.6,8.8
19490518:0900,15,11.2
19490519:0900,14.6,8.7
19490520:0900,14.1,6.4
19490521:0900,17.4,8.8
19490522:0900,16.9,8.2
19490523:0900,14.1,5.4
19490524:0900,14.4,5.8
19490525:0900,15.9,7.8
19490526:0900,16.2,11.7
19490527:0900,16.6,12.7
19490528:0900,18.3,11.6
19490529:0900,16.3,11.5
19490530:0900,15.9,9.4
19490531:0900,11.5,7.4
19490601:0900,9.5,5
19490602:0900,9.3,6.1
19490603:0900,12.6,6.7
19490604:0900,14.4,7.2
19490605:0900,13.3,8.3
19490606:0900,11.5,8.4
19490607:0900,10.2,8
19490608:0900,8.3,6.2
19490609:0900,9.9,3.6
19490610:0900,13.2,7.2
19490611:0900,10.5,5.6
19490612:0900,14,7.9
19490613:0900,12.1,6.9
19490614:0900,7.5,3
19490615:0900,10.4,2.4
19490616:0900,7.3,2.9
19490617:0900,8.8,2.6
19490618:0900,9.6,2.9
19490619:0900,11.2,5.3
19490620:0900,15.4,4.6
19490621:0900,11.8,5
19490622:0900,13.9,6.6
19490623:0900,13.3,7.6
19490624:0900,13.9,7.9
19490625:0900,17.7,10.1
19490626:0900,12.9,9.1
19490627:0900,12.3,9.4
19490628:0900,12.7,7.2
19490629:0900,13.8,5.1
19490630:0900,10.5,5.3
19490701:0900,9.7,2.3
19490702:0900,11.2,3.7
19490703:0900,10.4,6.3
19490704:0900,9.8,5.1
19490705:0900,10.4,5.1
19490706:0900,13.4,8.2
19490707:0900,12.8,9.4
19490708:0900,12.3,8.9
19490709:0900,11.6,4.8
19490710:0900,10.1,3.9
19490711:0900,12.9,9.2
19490712:0900,9.5,2.4
19490713:0900,14.4,5.6
19490714:0900,12.9,4.4
19490715:0900,7.7,3.8
19490716:0900,11.4,2.7
19490717:0900,11.4,7.6
19490718:0900,10.6,5.7
19490719:0900,10.9,5.1
19490720:0900,12.9,8.3
19490721:0900,14.3,10.1
19490722:0900,12.7,10.6
19490723:0900,13.9,10.3
19490724:0900,13.6,10.1
19490725:0900,13.2,10.6
19490726:0900,14.4,8.1
19490727:0900,15.4,8.8
19490728:0900,15.4,11.3
19490729:0900,13.8,8.1
19490730:0900,14.1,6.7
19490731:0900,11.3,8.7
19490801:0900,13,6.1
19490802:0900,8.2,5.3
19490803:0900,7.7,1.6
19490804:0900,11.8,2.9
19490805:0900,12.1,4.8
19490806:0900,12.3,5.4
19490807:0900,9.7,5.8
19490808:0900,11.1,8.4
19490809:0900,10.8,7.2
19490810:0900,8.6,6.2
19490811:0900,9.6,6.2
19490812:0900,9.8,5.9
19490813:0900,14.1,5.9
19490814:0900,9.4,5.4
19490815:0900,12.1,5.9
19490816:0900,13.2,4.9
19490817:0900,11.6,8.2
19490818:0900,11.4,5.1
19490819:0900,10.3,1.6
19490820:0900,12.1,3.8
19490821:0900,12.7,8
19490822:0900,12,7.9
19490823:0900,13.4,8.9
19490824:0900,12.8,9
19490825:0900,13.2,6.9
19490826:0900,11.6,7.8
19490827:0900,9.4,2.2
19490828:0900,12.4,6.9
19490829:0900,13.5,8.4
19490830:0900,13.5,6.1
19490831:0900,9.2,5
19490901:0900,8.1,1.8
19490902:0900,11.6,6.1
19490903:0900,8.4,1.4
19490904:0900,11.4,6.7
19490905:0900,12.4,8.1
19490906:0900,15.2,4.7
19490907:0900,13.8,8.5
19490908:0900,13.3,8.3
19490909:0900,10.7,5.7
19490910:0900,14.1,7.4
19490911:0900,13.5,9.2
19490912:0900,12.2,8.8
19490913:0900,10.5,8.4
19490914:0900,12.3,8.2
19490915:0900,12.7,5.5
19490916:0900,14,7.6
19490917:0900,15.7,9.4
19490918:0900,15.3,9.4
19490919:0900,17.7,8.7
19490920:0900,9.3,6.2
19490921:0900,10.6,6.1
19490922:0900,14.2,7.6
19490923:0900,16.2,8.5
19490924:0900,14.6,10.6
19490925:0900,14.7,4.2
19490926:0900,13.5,8.4
19490927:0900,13,8.3
19490928:0900,14.8,7.7
19490929:0900,12.8,2.3
19490930:0900,9.2,3.6
19491001:0900,13.2,6.8
19491002:0900,14.1,7.2
19491003:0900,16.6,7.2
19491004:0900,11.2,4.6
19491005:0900,13.7,9.1
19491006:0900,13.4,11.4
19491007:0900,13.5,11.3
19491008:0900,13.9,10.9
19491009:0900,14.7,9.9
19491010:0900,15.2,7.7
19491011:0900,11.1,7.6
19491012:0900,13.2,6.4
19491013:0900,16,9.8
19491014:0900,15.2,10.6
19491015:0900,16.7,12.7
19491016:0900,17.8,10.7
19491017:0900,14.3,9.1
19491018:0900,16,9.7
19491019:0900,16.1,8.9
19491020:0900,16.6,8.9
19491021:0900,16.8,10.6
19491022:0900,15,10.7
19491023:0900,15.7,12.1
19491024:0900,15.3,10.2
19491025:0900,12.7,6.1
19491026:0900,13.8,7.4
19491027:0900,15.1,10.7
19491028:0900,16.3,12.8
19491029:0900,17.2,11.7
19491030:0900,16.9,12.9
19491031:0900,17.3,9.5
19491101:0900,14.3,8.8
19491102:0900,15.7,8.4
19491103:0900,17.1,10.9
19491104:0900,16.2,10
19491105:0900,18.4,11.3
19491106:0900,16.1,12.3
19491107:0900,14.4,6.1
19491108:0900,13.2,6.8
19491109:0900,15.9,5.6
19491110:0900,12.1,5.1
19491111:0900,14.6,5.1
19491112:0900,19.3,7.9
19491113:0900,20.3,8.9
19491114:0900,21.9,12.4
19491115:0900,19.6,12.9
19491116:0900,17.7,8.8
19491117:0900,18.9,8.7
19491118:0900,20.1,10.4
19491119:0900,18.3,11.8
19491120:0900,16.4,12.3
19491121:0900,18.1,9.3
19491122:0900,10.8,7.1
19491123:0900,12.5,8.4
19491124:0900,17.5,8.3
19491125:0900,18.1,12.2
19491126:0900,16.2,11.7
19491127:0900,12.9,8.3
19491128:0900,13.9,7.7
19491129:0900,14.6,9.1
19491130:0900,16.4,9.4
19491201:0900,18.6,12.3
19491202:0900,19.4,12.5
19491203:0900,16.9,10.7
19491204:0900,15.4,7.8
19491205:0900,14.9,6.7
19491206:0900,17.7,13.4
19491207:0900,18.4,10.9
19491208:0900,18.6,9.5
19491209:0900,15.5,10.2
19491210:0900,17.1,11.4
19491211:0900,17.2,9.8
19491212:0900,17.3,10.1
19491213:0900,18,11.7
19491214:0900,20.6,11.2
19491215:0900,21.4,11.7
19491216:0900,18.9,13.6
19491217:0900,21.2,11.3
19491218:0900,16.9,12.1
19491219:0900,18.5,10.2
19491220:0900,17.1,9.8
19491221:0900,17.2,12.3
19491222:0900,19.4,11.4
19491223:0900,22.4,14.9
19491224:0900,20.4,13.2
19491225:0900,17.9,13.8
19491226:0900,17.9,12.4
19491227:0900,17.1,11.1
19491228:0900,18,8.8
19491229:0900,16.2,11.7
19491230:0900,19.4,13.4
19491231:0900,16.4,11.9
19500101:0900,20.1,12.8
19500102:0900,20.7,15.9
19500103:0900,19.6,13.9
19500104:0900,20,15.2
19500105:0900,18.3,13.2
19500106:0900,18.6,8.9
19500107:0900,20.7,12.5
19500108:0900,21.7,14.9
19500109:0900,20.1,15.4
19500110:0900,20.2,16
19500111:0900,19.6,16.2
19500112:0900,18.4,11.7
19500113:0900,19.4,11
19500114:0900,21.8,11
19500115:0900,14.4,11.1
19500116:0900,16.1,9.6
19500117:0900,20.7,11.2
19500118:0900,16.1,11.2
19500119:0900,17.2,10.3
19500120:0900,17,12.5
19500121:0900,18.8,13.5
19500122:0900,24.7,13.4
19500123:0900,18.8,13.1
19500124:0900,20.8,15.3
19500125:0900,19.6,13.1
19500126:0900,19.6,13.3
19500127:0900,19.6,11.2
19500128:0900,19.5,14.4
19500129:0900,19,12.6
19500130:0900,17.1,11.1
19500131:0900,16.1,11.2
19500201:0900,21.1,12.1
19500202:0900,22.7,15
19500203:0900,17.7,15.1
19500204:0900,19.8,15.1
19500205:0900,21.5,13.9
19500206:0900,18,10.6
19500207:0900,20.3,11.9
19500208:0900,20.2,11.7
19500209:0900,20.2,11.4
19500210:0900,17.2,12.8
19500211:0900,21,16.6
19500212:0900,21,16.1
19500213:0900,22.6,10.3
19500214:0900,16.6,9.9
19500215:0900,21.6,9.6
19500216:0900,18.9,11.1
19500217:0900,19.6,12.3
19500218:0900,18,7.8
19500219:0900,9.8,6.9
19500220:0900,14.6,6.7
19500221:0900,17.9,11.7
19500222:0900,18.2,11.7
19500223:0900,20.9,13.4
19500224:0900,20.1,11.1
19500225:0900,20.3,13.4
19500226:0900,18.6,11.3
19500227:0900,27.2,14.3
19500228:0900,21.3,15.7
19500301:0900,20.7,13.7
19500302:0900,16.6,11.6
19500303:0900,19.9,15.5
19500304:0900,20.6,10.8
19500305:0900,20.6,10.9
19500306:0900,24.2,16.4
19500307:0900,23,14
19500308:0900,20.4,14.3
19500309:0900,15.1,9.6
19500310:0900,18.3,11.1
19500311:0900,19.1,13.9
19500312:0900,18.7,6.9
19500313:0900,10.3,6.7
19500314:0900,14.2,8
19500315:0900,17.4,8.8
19500316:0900,15.1,8.8
19500317:0900,18.9,8.3
19500318:0900,16.9,13.6
19500319:0900,18.2,8.2
19500320:0900,17.8,10.3
19500321:0900,13.7,6.1
19500322:0900,18.7,12.7
19500323:0900,18.1,14.5
19500324:0900,20,11.7
19500325:0900,14.2,9.7
19500326:0900,17.6,12.7
19500327:0900,17.7,14.9
19500328:0900,20.5,12.2
19500329:0900,14.8,10.7
19500330:0900,18.4,11.8
19500331:0900,17.8,11.6
19500401:0900,16.7,11.5
19500402:0900,21.5,13.3
19500403:0900,16,12
19500404:0900,17.3,8.9
19500405:0900,13.9,9.8
19500406:0900,15.6,6.7
19500407:0900,9.4,5.1
19500408:0900,13.6,8.9
19500409:0900,11.8,6.1
19500410:0900,15.9,10.4
19500411:0900,17.3,13.9
19500412:0900,17.3,12.6
19500413:0900,13.3,8.9
19500414:0900,13.3,8.8
19500415:0900,14.8,9.8
19500416:0900,12.1,6.5
19500417:0900,14.8,8.1
19500418:0900,15.1,7.5
19500419:0900,16.9,11.1
19500420:0900,16.4,11.7
19500421:0900,16.7,9.7
19500422:0900,12.7,10.4
19500423:0900,16.7,10.2
19500424:0900,13.8,10.5
19500425:0900,13.4,11.3
19500426:0900,13.4,8.1
19500427:0900,14.1,9.4
19500428:0900,13.8,8.4
19500429:0900,13,8.9
19500430:0900,10.9,7.4
19500501:0900,14.5,8
19500502:0900,14.9,10.2
19500503:0900,13.4,7.8
19500504:0900,16.1,11.3
19500505:0900,16.7,12.9
19500506:0900,15.6,8
19500507:0900,15.6,3.9
19500508:0900,14,7.4
19500509:0900,15.6,7.3
19500510:0900,16.4,8.4
19500511:0900,16.1,9.5
19500512:0900,11.9,10.1
19500513:0900,13.9,10.4
19500514:0900,17.1,12.5
19500515:0900,17.8,11.6
19500516:0900,19.3,12.8
19500517:0900,16.4,11.2
19500518:0900,15.1,8.7
19500519:0900,11.1,7.3
19500520:0900,10,6.7
19500521:0900,10.2,7.3
19500522:0900,10.8,7.1
19500523:0900,13.2,3.6
19500524:0900,14.2,6.1
19500525:0900,16.7,13.4
19500526:0900,21.2,14.6
19500527:0900,18.7,15.9
19500528:0900,17.2,15.1
19500529:0900,16.8,14.3
19500530:0900,19.2,13.8
19500531:0900,15.7,8.4
19500601:0900,14.1,9.1
19500602:0900,11.1,7.1
19500603:0900,10.9,8.3
19500604:0900,15.5,6.9
19500605:0900,14.3,9.8
19500606:0900,12.9,9.4
19500607:0900,15.1,11.6
19500608:0900,15,6.8
19500609:0900,11.1,2.9
19500610:0900,7.1,2.7
19500611:0900,7.8,3.8
19500612:0900,13.1,4.9
19500613:0900,14,5.1
19500614:0900,11.7,4.8
19500615:0900,12.7,5.2
19500616:0900,12.3,4.1
19500617:0900,13.1,4.9
19500618:0900,9,3.4
19500619:0900,6.6,1.1
19500620:0900,10.5,2.6
19500621:0900,10.3,5
19500622:0900,12.2,3.9
19500623:0900,12.2,4.1
19500624:0900,12.9,7
19500625:0900,9.9,4.5
19500626:0900,10.2,3.8
19500627:0900,12,3.4
19500628:0900,12.1,10.5
19500629:0900,11.6,8.1
19500630:0900,9.3,7.8
19500701:0900,10.4,7.8
19500702:0900,10.4,7.7
19500703:0900,11.7,6.8
19500704:0900,11.3,7.1
19500705:0900,10.1,5.1
19500706:0900,12.4,7.4
19500707:0900,13.7,10.2
19500708:0900,13.8,8.9
19500709:0900,13.4,11.3
19500710:0900,14.3,6.3
19500711:0900,11.5,5.1
19500712:0900,10.2,6.1
19500713:0900,9.6,3.8
19500714:0900,10.3,5.6
19500715:0900,6.2,1.9
19500716:0900,7.8,3.3
19500717:0900,8.5,1.4
19500718:0900,6.8,2.3
19500719:0900,7.2,5.1
19500720:0900,6.9,0.3
19500721:0900,9.5,1.9
19500722:0900,10.6,6.1
19500723:0900,12.2,8.4
19500724:0900,13.3,11.2
19500725:0900,13.1,6.9
19500726:0900,12.4,5.3
19500727:0900,9.9,4.5
19500728:0900,7,1.8
19500729:0900,10.1,3.5
19500730:0900,11,3
19500731:0900,12.7,6.6
19500801:0900,12.8,7.8
19500802:0900,12.6,8.9
19500803:0900,13.3,8.7
19500804:0900,13,8.8
19500805:0900,11.7,7.8
19500806:0900,13.8,9.2
19500807:0900,12.1,3.6
19500808:0900,6.2,3.6
19500809:0900,7.1,2.1
19500810:0900,10.9,2.3
19500811:0900,10.9,2.4
19500812:0900,12.9,2.4
19500813:0900,12.6,4.4
19500814:0900,13.1,3.6
19500815:0900,13.8,4.6
19500816:0900,9.3,5
19500817:0900,12.1,4.3
19500818:0900,7.2,3.9
19500819:0900,7.8,5.1
19500820:0900,13.1,7.1
19500821:0900,11.9,9.3
19500822:0900,12.3,5.9
19500823:0900,7.7,1.1
19500824:0900,11.8,5
19500825:0900,9.3,2.6
19500826:0900,10.3,3.7
19500827:0900,13.1,3.4
19500828:0900,13.4,4.3
19500829:0900,13.4,5.9
19500830:0900,13.7,6.1
19500831:0900,13.3,6.8
19500901:0900,8.4,5.1
19500902:0900,7.8,1.8
19500903:0900,12.2,6.2
19500904:0900,13.6,10
19500905:0900,10.6,5.3
19500906:0900,8.8,3.6
19500907:0900,13.2,6
19500908:0900,16.4,7.9
19500909:0900,15.7,11.1
19500910:0900,16.5,11.7
19500911:0900,14.6,10.4
19500912:0900,17.6,6.6
19500913:0900,10.6,6.4
19500914:0900,14.5,5.8
19500915:0900,11.4,3.3
19500916:0900,10.9,4.7
19500917:0900,8.7,4.8
19500918:0900,7.9,1.7
19500919:0900,12.8,6.2
19500920:0900,13.4,8.9
19500921:0900,14.3,9.1
19500922:0900,13.4,9.9
19500923:0900,16.3,8.1
19500924:0900,12.1,8.7
19500925:0900,13.3,6.9
19500926:0900,14.6,7.7
19500927:0900,16.2,8.6
19500928:0900,14.5,10.8
19500929:0900,15.8,11.1
19500930:0900,16.6,8.8
19501001:0900,11.3,6.2
19501002:0900,16.4,6.7
19501003:0900,17.2,10.2
19501004:0900,15.6,9.3
19501005:0900,9.6,5.7
19501006:0900,10.6,6.7
19501007:0900,12,6.4
19501008:0900,15.2,10.1
19501009:0900,16.1,10.3
19501010:0900,18.9,7.6
19501011:0900,15.5,7.7
19501012:0900,17.1,8.6
19501013:0900,17.3,10.8
19501014:0900,14.8,9.9
19501015:0900,14.5,9.9
19501016:0900,15.7,10.1
19501017:0900,11.1,5.8
19501018:0900,7.8,5.6
19501019:0900,9.1,6.7
19501020:0900,14.2,8.3
19501021:0900,15.8,9.5
19501022:0900,18.2,10.8
19501023:0900,16,6.5
19501024:0900,18.1,11.4
19501025:0900,16.4,8.9
19501026:0900,19.6,8.6
19501027:0900,17.2,8.3
19501028:0900,16.8,8.2
19501029:0900,18.9,12.8
19501030:0900,16.8,9.1
19501031:0900,10,5.3
19501101:0900,14.4,8.9
19501102:0900,15.2,11.8
19501103:0900,17.5,7.7
19501104:0900,15.8,8.7
19501105:0900,15.8,10
19501106:0900,15.3,8.9
19501107:0900,14.5,6.3
19501108:0900,19,10.3
19501109:0900,18.1,10
19501110:0900,20.3,12.2
19501111:0900,17.7,9.4
19501112:0900,21.6,12.7
19501113:0900,19.3,13.3
19501114:0900,21.2,12.8
19501115:0900,21.7,11.1
19501116:0900,20.1,10.6
19501117:0900,20.2,13.6
19501118:0900,16.4,7.2
19501119:0900,14,7.5
19501120:0900,14.7,10.2
19501121:0900,14.7,9.9
19501122:0900,16.7,7.6
19501123:0900,21.1,7.5
19501124:0900,16.5,10.3
19501125:0900,20.2,10.6
19501126:0900,20.1,13.8
19501127:0900,18.6,12.7
19501128:0900,14.5,7.6
19501129:0900,18.7,12.6
19501130:0900,16.1,13.7
19501201:0900,17.1,11.7
19501202:0900,18.3,9.9
19501203:0900,18.3,7.8
19501204:0900,18.4,12.2
19501205:0900,19.9,10.6
19501206:0900,21.2,7.8
19501207:0900,16.6,13.4
19501208:0900,16.7,8.7
19501209:0900,18.6,12
19501210:0900,17.9,12.7
19501211:0900,17.8,11
19501212:0900,18.2,12.6
19501213:0900,17.6,12.6
19501214:0900,14.6,10.5
19501215:0900,16.6,8.6
19501216:0900,23.7,13.4
19501217:0900,16.8,10.7
19501218:0900,17.6,9.6
19501219:0900,21.2,11.8
19501220:0900,19.7,10.3
19501221:0900,23,13.6
19501222:0900,19.2,12.7
19501223:0900,20.6,14.1
19501224:0900,18.3,12.8
19501225:0900,13.3,9.9
19501226:0900,18.3,8.9
19501227:0900,21.1,14.2
19501228:0900,18.3,15.8
19501229:0900,24.1,8.3
19501230:0900,12.6,8.9
19501231:0900,16.6,11.6
19510101:0900,21.2,13.7
19510102:0900,19.3,10
19510103:0900,12.4,9.8
19510104:0900,14.3,9.1
19510105:0900,19.4,9.5
19510106:0900,24.4,14.2
19510107:0900,23,13.9
19510108:0900,25.4,15.1
19510109:0900,23.5,16
19510110:0900,22.1,13.9
19510111:0900,23.2,12.8
19510112:0900,15.7,10.4
19510113:0900,16.6,9
19510114:0900,21.8,13.7
19510115:0900,22.5,16
19510116:0900,20.2,16.2
19510117:0900,22.3,11.3
19510118:0900,17.1,11.1
19510119:0900,22.2,11.7
19510120:0900,15.7,10.5
19510121:0900,21.1,12.3
19510122:0900,21.1,12.7
19510123:0900,22.8,16.7
19510124:0900,19.9,15.8
19510125:0900,16.2,12
19510126:0900,12.8,9.6
19510127:0900,13.8,7.5
19510128:0900,13.9,9.8
19510129:0900,14.8,10.6
19510130:0900,18.4,14.3
19510131:0900,21.9,14.8
19510201:0900,15.7,10.4
19510202:0900,16.4,10.7
19510203:0900,19.6,11.3
19510204:0900,21.6,14.4
19510205:0900,23.9,13.3
19510206:0900,21.1,15.1
19510207:0900,20.2,13.3
19510208:0900,19.9,10.8
19510209:0900,22.2,11.8
19510210:0900,16.6,10.7
19510211:0900,20.2,12.8
19510212:0900,19.1,14.3
19510213:0900,21,10.9
19510214:0900,19.9,12.8
19510215:0900,20,15.6
19510216:0900,20.6,14
19510217:0900,21.2,11.1
19510218:0900,21.7,14.8
19510219:0900,20.1,14.7
19510220:0900,20.4,11.7
19510221:0900,15.6,8.3
19510222:0900,22,11.7
19510223:0900,17.9,8.3
19510224:0900,24.3,15.1
19510225:0900,21.6,14.9
19510226:0900,22.5,13.3
19510227:0900,19.7,14.3
19510228:0900,22.4,14.2
19510301:0900,22,15.8
19510302:0900,22.7,14.1
19510303:0900,20.1,15.7
19510304:0900,19.5,15.6
19510305:0900,20.8,16
19510306:0900,20.8,15.5
19510307:0900,22.4,15
19510308:0900,22.7,16.4
19510309:0900,23.5,16.1
19510310:0900,21.7,16.6
19510311:0900,21.9,16.9
19510312:0900,20.5,9.4
19510313:0900,13.3,10.4
19510314:0900,15,12.4
19510315:0900,14.3,10.2
19510316:0900,14.7,7.6
19510317:0900,20.7,11
19510318:0900,19.8,13.6
19510319:0900,20.8,12.2
19510320:0900,20.6,15.4
19510321:0900,19.5,9.5
19510322:0900,19.2,12.7
19510323:0900,18.4,13.8
19510324:0900,18.3,10
19510325:0900,12.1,10
19510326:0900,13.1,9.9
19510327:0900,15.2,10.9
19510328:0900,14.6,8.4
19510329:0900,19.7,10.2
19510330:0900,15.8,8.9
19510331:0900,19.8,11.8
19510401:0900,20.9,12.9
19510402:0900,18.6,12.2
19510403:0900,21.4,12.7
19510404:0900,19.4,13.6
19510405:0900,18.3,13.9
19510406:0900,18.8,13.6
19510407:0900,19.1,14.1
19510408:0900,19.5,13.4
19510409:0900,19.4,12.8
19510410:0900,18.4,10.7
19510411:0900,12.8,10.6
19510412:0900,15,10.2
19510413:0900,19.6,9.1
19510414:0900,15.5,7.5
19510415:0900,18.1,10.8
19510416:0900,18.5,13.3
19510417:0900,18.7,10.4
19510418:0900,18.4,11.6
19510419:0900,13.5,10.4
19510420:0900,15.6,11.8
19510421:0900,15.2,9.2
19510422:0900,19.3,11.3
19510423:0900,15.7,11
19510424:0900,17.4,10
19510425:0900,15.8,5.6
19510426:0900,13.3,6.1
19510427:0900,13.1,9
19510428:0900,13.2,8.3
19510429:0900,10.7,7.4
19510430:0900,10.7,7.9
19510501:0900,11.2,7.6
19510502:0900,10.6,7.6
19510503:0900,10.3,8
19510504:0900,11.1,8.3
19510505:0900,11.3,5.2
19510506:0900,12.3,6.6
19510507:0900,15.1,5.7
19510508:0900,16.3,5.9
19510509:0900,17.2,6.4
19510510:0900,17.2,6.2
19510511:0900,14.3,7.2
19510512:0900,13.9,7.2
19510513:0900,15.7,7.2
19510514:0900,14.7,8.1
19510515:0900,17.2,10.3
19510516:0900,15.8,9.8
19510517:0900,13.8,8.4
19510518:0900,14.4,4.5
19510519:0900,16.1,6.6
19510520:0900,16,8.4
19510521:0900,9.9,1.9
19510522:0900,9,4.2
19510523:0900,10.2,7.1
19510524:0900,9.1,5.5
19510525:0900,8.9,6
19510526:0900,9.5,3.1
19510527:0900,13.7,4.3
19510528:0900,14,10.9
19510529:0900,14.2,11
19510530:0900,14.3,6.9
19510531:0900,9.9,6.7
19510601:0900,8.5,6
19510602:0900,7.8,5.2
19510603:0900,7.8,5.7
19510604:0900,9.7,4.3
19510605:0900,10.5,3.1
19510606:0900,12.5,3.5
19510607:0900,10.6,2.5
19510608:0900,12.4,3.3
19510609:0900,13.3,2.5
19510610:0900,11.5,3.3
19510611:0900,13.7,5.6
19510612:0900,14.6,7.7
19510613:0900,9.3,2.9
19510614:0900,12.9,4.8
19510615:0900,8.9,4.2
19510616:0900,12.9,7.1
19510617:0900,13.3,9.7
19510618:0900,13.5,9.6
19510619:0900,14.3,8.3
19510620:0900,12.4,6.7
19510621:0900,9.3,4.9
19510622:0900,8.1,1.2
19510623:0900,10.9,2.1
19510624:0900,9.3,5.5
19510625:0900,9,4.1
19510626:0900,10.3,3.3
19510627:0900,9.6,3.6
19510628:0900,6.9,3.8
19510629:0900,6.6,3.8
19510630:0900,7.4,1.3
19510701:0900,11,2.2
19510702:0900,10.7,2.8
19510703:0900,9.2,1.7
