Analysis,Horizon,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,Rb,Sr,Zr,Nb,Ba,La,Yb,Pb,Th,U
EYS23_53,P,77.06,0.09,12.04,1.40,0.02,0.03,0.59,3.74,5.03,218,7.6,219,61,124,87,8.7,43,36,8.0
EYS23_56,P,76.75,0.09,12.36,1.40,0.02,0.03,0.54,3.55,5.25,212,6.5,237,64,118,90,8.3,40,32,7.2
EYS23_6,P,77.00,0.08,12.41,1.39,0.02,0.03,0.57,3.32,5.18,227,7.8,242,66,143,94,8.3,39,32,7.4
EYS23_62,P,77.36,0.09,11.93,1.41,0.02,0.03,0.57,3.53,5.06,208,6.5,224,58,120,84,8.6,40,32,6.9
EYS23_62_2,P,77.18,0.09,12.01,1.41,0.02,0.03,0.58,3.41,5.27,218,6.3,224,61,119,92,10.2,38,32,7.6
EYS23_63_2,P,77.31,0.08,12.08,1.34,0.02,0.03,0.56,3.55,5.02,225,6.3,226,65,133,92,7.6,43,29,7.9
EYS23_66,P,77.22,0.08,12.35,1.42,0.02,0.03,0.55,3.27,5.06,220,8.0,219,65,129,90,10.2,42,32,8.0
EYS23_66_2,P,76.81,0.08,12.41,1.45,0.02,0.03,0.56,3.45,5.19,209,6.5,235,65,125,91,8.3,37,37,7.0
EYS23_67,P,77.28,0.09,12.19,1.31,0.02,0.03,0.57,3.42,5.09,222,6.5,230,65,131,93,8.0,46,32,7.9
EYS23_71,P,77.58,0.08,12.02,1.43,0.02,0.03,0.55,3.25,5.05,217,5.8,225,63,109,87,8.6,40,31,7.7
EYS23_71_2,P,77.35,0.09,12.04,1.40,0.02,0.03,0.59,3.48,5.02,219,5.9,233,63,111,92,7.6,42,32,8.3
EYS23_9,P,76.87,0.09,12.26,1.30,0.02,0.03,0.56,3.69,5.18,229,6.8,243,69,132,95,8.4,41,36,7.6
EYS23_9_2,P,76.89,0.09,12.26,1.38,0.02,0.03,0.58,3.68,5.05,214,6.3,228,61,116,87,8.9,40,34,7.9
EYS26_1_2,Q,76.85,0.09,12.53,1.46,0.02,0.03,0.56,3.32,5.14,214,7.5,218,64,125,90,7.9,41,30,8.6
EYS26_10,Q,77.17,0.09,12.43,1.37,0.02,0.03,0.54,3.27,5.10,215,5.8,210,62,110,84,7.5,42,33,7.5
EYS26_10_2,Q,77.01,0.08,12.30,1.45,0.02,0.03,0.57,3.49,5.06,215,6.4,209,62,108,83,9.4,40,30,8.0
EYS26_12,Q,76.86,0.09,12.36,1.56,0.02,0.03,0.60,3.32,5.16,220,7.9,216,58,178,90,7.8,38,33,7.6
EYS26_13,Q,76.96,0.09,12.35,1.41,0.02,0.03,0.58,3.43,5.13,217,6.2,208,60,114,81,7.4,40,30,7.8
EYS26_15,Q,76.81,0.09,12.34,1.47,0.02,0.03,0.61,3.41,5.23,220,6.7,210,61,116,84,8.4,41,31,7.7
EYS26_16,Q,76.58,0.08,12.71,1.37,0.02,0.03,0.60,3.51,5.10,212,6.5,212,60,104,77,7.6,41,30,8.2
EYS26_19,Q,77.29,0.09,12.06,1.41,0.02,0.03,0.57,3.53,5.01,214,5.9,219,61,117,85,8.7,41,32,8.1
EYS26_2,Q,76.85,0.09,12.53,1.35,0.02,0.02,0.53,3.46,5.14,218,6.6,212,59,110,85,7.9,39,31,7.3
EYS26_20,Q,77.18,0.09,12.21,1.44,0.02,0.03,0.56,3.31,5.15,216,6.9,210,60,127,82,8.4,39,31,7.1
EYS26_21,Q,77.51,0.09,11.99,1.44,0.02,0.03,0.56,3.31,5.06,220,6.0,211,60,125,86,7.9,42,31,7.2
EYS26_21_2,Q,76.83,0.08,12.63,1.36,0.02,0.02,0.54,3.47,5.05,211,6.0,210,59,116,83,7.9,39,28,7.3
EYS26_23,Q,77.13,0.09,12.21,1.42,0.02,0.02,0.57,3.27,5.27,212,7.6,220,63,109,84,9.3,40,29,8.3
EYS26_25,Q,76.91,0.09,12.46,1.46,0.02,0.03,0.56,3.42,5.05,218,7.0,202,59,117,85,8.1,38,30,7.3
EYS26_27,Q,77.14,0.09,12.45,1.40,0.02,0.03,0.56,3.17,5.14,215,7.0,208,60,118,86,7.6,43,31,7.3
EYS26_28,Q,77.27,0.09,12.30,1.38,0.02,0.03,0.56,3.29,5.06,215,5.9,203,62,119,86,9.9,41,30,7.9
EYS26_30,Q,77.24,0.08,12.25,1.37,0.02,0.03,0.51,3.58,4.92,219,7.4,217,62,114,87,8.5,49,29,7.9
EYS26_33,Q,76.60,0.08,12.39,1.37,0.02,0.03,0.57,3.56,5.37,212,4.9,218,60,102,87,8.2,40,30,7.3
EYS26_33_2,Q,77.14,0.09,12.21,1.41,0.02,0.03,0.55,3.17,5.39,219,5.5,210,66,100,86,7.4,43,33,7.1
EYS26_34,Q,77.18,0.09,12.33,1.43,0.02,0.03,0.56,3.36,5.01,212,7.1,213,62,123,84,7.8,40,28,7.6
EYS26_36,Q,76.78,0.09,12.41,1.41,0.02,0.03,0.56,3.51,5.19,215,5.9,220,62,111,83,8.0,40,29,7.6
EYS26_37,Q,77.55,0.08,12.10,1.45,0.02,0.03,0.55,3.19,5.03,217,6.1,228,64,112,87,8.4,41,31,7.9
EYS26_37_2,Q,77.89,0.09,12.06,1.39,0.02,0.03,0.53,2.98,5.01,220,7.1,225,62,105,92,8.0,44,30,7.9
EYS26_4,Q,76.91,0.09,12.51,1.44,0.02,0.03,0.57,3.42,5.00,214,6.4,206,59,114,85,7.5,44,31,7.8
EYS26_40,Q,76.98,0.09,12.18,1.34,0.02,0.03,0.56,3.37,5.43,217,7.5,215,61,123,88,9.0,43,30,8.6
EYS26_42,Q,77.20,0.09,12.38,1.51,0.02,0.03,0.57,3.15,5.05,219,5.9,226,61,113,86,7.4,41,29,7.6
EYS26_43,Q,76.91,0.08,12.33,1.49,0.02,0.03,0.55,3.44,5.15,217,6.3,219,60,115,88,8.1,44,31,7.7
EYS26_43_2,Q,76.79,0.09,12.59,1.48,0.02,0.03,0.57,3.37,5.06,221,6.2,217,61,111,84,8.7,39,30,8.3
EYS26_45,Q,76.99,0.09,12.39,1.44,0.02,0.03,0.53,3.41,5.09,219,6.8,220,63,111,85,7.9,41,32,7.2
EYS26_47,Q,77.24,0.09,12.32,1.37,0.02,0.03,0.58,3.23,5.13,220,6.4,204,60,104,83,8.4,45,29,7.2
EYS26_48,Q,77.05,0.10,12.28,1.61,0.02,0.03,0.57,3.35,4.99,212,10.6,269,55,385,106,6.5,42,28,5.7
EYS26_48_2,Q,76.93,0.10,12.48,1.50,0.02,0.03,0.57,3.31,5.06,208,9.8,265,57,386,110,7.6,36,29,6.2
EYS26_49,Q,76.95,0.09,12.36,1.39,0.02,0.03,0.51,3.45,5.20,216,6.0,207,59,107,83,8.5,43,30,7.3
EYS26_5,Q,77.07,0.09,12.20,1.43,0.02,0.03,0.58,3.57,5.01,215,6.3,216,61,137,86,7.6,43,32,8.0
EYS26_5_2,Q,77.27,0.08,11.99,1.34,0.02,0.03,0.54,3.38,5.34,226,7.0,218,61,134,88,9.4,43,30,8.1
EYS26_52,Q,77.21,0.09,12.34,1.45,0.02,0.03,0.57,3.48,4.81,219,6.2,207,58,103,81,8.4,41,27,6.9
EYS26_52_2,Q,76.68,0.09,12.49,1.43,0.02,0.03,0.56,3.65,5.05,217,6.2,205,60,105,78,7.9,42,28,7.3
EYS26_54,Q,77.15,0.09,12.18,1.36,0.02,0.03,0.59,3.40,5.20,212,5.5,203,61,104,81,7.1,41,29,8.2
EYS26_56,Q,76.85,0.09,12.31,1.53,0.02,0.03,0.57,3.47,5.13,222,7.8,217,61,171,88,6.6,36,28,6.5
EYS26_6,Q,77.04,0.09,12.35,1.36,0.02,0.03,0.58,3.31,5.22,222,7.1,220,62,110,90,8.7,43,31,8.0
EYS26_6_2,Q,77.08,0.08,12.34,1.40,0.02,0.03,0.54,3.25,5.25,222,5.6,220,59,122,89,6.9,41,28,7.9
EYS26_60,Q,76.85,0.09,12.39,1.41,0.02,0.03,0.56,3.56,5.09,215,6.9,213,58,118,80,7.0,37,28,7.2
EYS26_61,Q,77.11,0.08,12.29,1.46,0.02,0.03,0.56,3.38,5.07,220,6.4,209,61,104,85,8.6,41,28,7.3
EYS26_63,Q,77.11,0.09,12.25,1.41,0.02,0.03,0.56,3.34,5.20,224,6.3,207,60,100,80,7.1,41,30,7.8
EYS26_63_2,Q,76.98,0.08,12.41,1.39,0.02,0.02,0.57,3.60,4.91,227,5.9,218,60,104,85,8.0,43,29,7.2
EYS26_8,Q,77.05,0.09,12.05,1.46,0.02,0.03,0.57,3.54,5.19,216,6.4,209,63,110,81,9.2,42,31,8.2
EYS26_9,Q,77.33,0.09,12.33,1.41,0.02,0.03,0.53,3.44,4.83,221,6.5,215,62,114,80,8.6,43,30,8.0
EYS27_11,R,77.23,0.08,12.38,1.36,0.02,0.03,0.54,3.35,5.00,224,6.7,213,61,134,82,8.5,43,30,7.4
EYS27_13,R,76.90,0.09,12.35,1.46,0.02,0.03,0.55,3.32,5.28,219,6.6,218,63,119,82,7.6,43,32,7.3
EYS27_14,R,77.05,0.09,12.16,1.38,0.02,0.03,0.56,3.65,5.06,225,7.0,211,61,131,86,8.6,43,31,7.8
EYS27_14_2,R,77.14,0.09,12.32,1.44,0.02,0.03,0.55,3.21,5.20,225,6.9,203,61,135,83,7.3,41,31,7.6
EYS27_16,R,77.07,0.09,12.28,1.39,0.02,0.02,0.55,3.49,5.08,230,6.9,217,63,140,85,8.5,41,33,7.4
EYS27_17,R,76.46,0.08,12.48,1.44,0.02,0.03,0.55,3.80,5.14,222,7.0,211,62,128,83,8.0,43,31,7.4
EYS27_17_2,R,77.27,0.08,12.40,1.39,0.02,0.03,0.59,3.02,5.20,224,7.2,209,61,137,87,8.3,47,30,7.2
EYS27_18,R,77.00,0.08,12.31,1.29,0.02,0.02,0.56,3.56,5.15,224,6.7,212,64,123,88,8.3,43,31,7.5
EYS27_18_2,R,77.01,0.09,12.48,1.30,0.02,0.03,0.51,3.36,5.21,225,6.4,207,61,113,84,9.2,42,30,7.8
EYS27_19,R,76.67,0.09,12.37,1.38,0.02,0.03,0.53,3.64,5.27,219,6.4,208,63,121,83,7.4,41,29,7.4
EYS27_20,R,77.26,0.09,12.06,1.44,0.02,0.03,0.59,3.25,5.27,220,5.8,199,58,117,81,7.5,40,32,7.3
EYS27_20_2,R,76.86,0.08,12.36,1.48,0.02,0.03,0.56,3.43,5.19,226,9.0,214,62,134,87,6.8,40,32,7.3
EYS27_22,R,76.43,0.09,12.66,1.36,0.02,0.03,0.54,3.66,5.21,232,7.8,210,61,133,82,7.8,41,32,7.8
EYS27_23,R,76.88,0.08,12.57,1.44,0.02,0.03,0.56,3.21,5.21,219,6.4,200,62,114,82,7.4,42,32,6.9
EYS27_25,R,76.95,0.08,12.26,1.35,0.02,0.03,0.56,3.36,5.38,213,7.0,214,61,112,85,8.3,40,33,7.2
EYS27_25_2,R,76.57,0.08,12.59,1.39,0.02,0.03,0.60,3.51,5.20,222,7.4,202,59,115,81,11.3,59,41,9.0
EYS27_27,R,77.12,0.08,12.29,1.34,0.02,0.03,0.54,3.41,5.17,223,7.0,209,63,130,82,8.0,41,31,7.9
EYS27_27_2,R,76.59,0.09,12.43,1.42,0.02,0.03,0.56,3.60,5.26,221,6.7,204,60,119,79,8.1,43,32,8.0
EYS27_3,R,76.87,0.09,12.10,1.41,0.02,0.03,0.58,3.65,5.26,217,6.0,224,60,139,86,8.6,41,30,7.8
EYS27_3_2,R,77.19,0.09,12.64,1.36,0.02,0.03,0.53,3.27,4.88,221,6.4,206,60,116,83,7.3,41,29,7.4
EYS27_30,R,76.85,0.09,12.48,1.43,0.02,0.03,0.56,3.42,5.13,216,6.8,198,63,118,84,8.0,40,32,7.4
EYS27_30_2,R,77.33,0.09,12.15,1.37,0.02,0.03,0.57,3.29,5.16,221,6.6,201,61,114,78,7.9,40,30,8.3
EYS27_31,R,76.81,0.09,12.39,1.46,0.02,0.03,0.55,3.68,4.98,220,6.8,205,59,133,79,8.9,43,33,7.9
EYS27_32,R,76.80,0.09,12.37,1.32,0.02,0.03,0.57,3.61,5.20,225,6.9,212,64,137,89,7.3,40,30,8.5
EYS27_34,R,77.16,0.09,12.26,1.35,0.02,0.03,0.53,3.39,5.17,221,6.6,199,58,121,79,6.3,40,31,7.0
EYS27_34_2,R,76.69,0.09,12.60,1.37,0.02,0.03,0.55,3.54,5.11,222,7.5,216,60,128,86,8.2,41,31,8.0
EYS27_36,R,76.68,0.09,12.43,1.46,0.02,0.03,0.54,3.51,5.23,216,6.8,203,60,125,82,8.1,39,32,8.3
EYS27_39,R,76.73,0.09,12.37,1.45,0.02,0.03,0.57,3.45,5.30,218,7.1,207,61,116,83,7.4,41,32,6.5
EYS27_4,R,76.61,0.09,12.51,1.44,0.02,0.03,0.57,3.41,5.33,222,6.1,207,59,123,82,7.9,42,32,7.7
EYS27_41,R,76.89,0.09,12.50,1.43,0.02,0.02,0.57,3.47,5.01,224,7.2,199,58,128,84,8.4,40,31,7.5
EYS27_41_2,R,76.98,0.09,12.29,1.45,0.02,0.03,0.56,3.53,5.05,219,6.5,199,60,125,76,8.4,38,28,7.2
EYS27_43,R,76.78,0.09,12.17,1.44,0.02,0.03,0.57,3.55,5.37,223,7.1,215,60,151,86,9.3,38,33,7.2
EYS27_43_2,R,76.92,0.09,12.37,1.43,0.02,0.03,0.59,3.25,5.29,220,6.4,205,57,141,80,8.5,40,30,8.2
EYS27_47,R,76.77,0.08,12.54,1.35,0.02,0.03,0.56,3.35,5.30,221,5.9,221,63,133,87,8.5,42,31,7.5
EYS27_48,R,76.74,0.09,12.57,1.47,0.02,0.03,0.54,3.42,5.12,223,6.9,217,60,130,87,7.8,42,29,7.3
EYS27_48_2,R,77.17,0.09,12.29,1.46,0.02,0.03,0.55,3.43,4.97,221,6.5,210,61,126,82,9.6,40,31,7.0
EYS27_5,R,76.97,0.09,12.40,1.49,0.02,0.03,0.52,3.36,5.13,217,9.1,208,60,120,79,7.3,40,30,7.6
EYS27_5_2,R,77.45,0.09,12.14,1.39,0.02,0.03,0.53,3.26,5.10,219,6.9,214,58,123,86,8.4,44,30,8.2
EYS27_52,R,77.03,0.08,12.54,1.39,0.02,0.03,0.55,3.19,5.16,230,6.4,218,61,131,89,7.6,40,30,7.1
EYS27_55,R,77.21,0.09,12.38,1.32,0.02,0.03,0.56,3.34,5.05,234,6.4,218,62,135,86,8.8,43,30,7.9
EYS27_55_2,R,77.23,0.09,12.24,1.40,0.02,0.03,0.57,3.17,5.26,237,6.7,207,59,144,87,7.7,43,31,7.9
EYS27_57,R,76.72,0.08,12.31,1.42,0.02,0.03,0.57,3.48,5.36,219,6.1,223,61,127,86,8.6,42,31,8.1
EYS27_58,R,76.60,0.09,12.58,1.51,0.02,0.03,0.59,3.45,5.13,222,7.2,217,60,125,81,6.3,43,30,7.7
EYS27_59,R,77.07,0.08,12.29,1.35,0.02,0.03,0.60,3.38,5.18,224,7.1,216,61,137,90,7.2,39,33,7.7
EYS27_59_2,R,76.97,0.08,12.25,1.45,0.02,0.03,0.57,3.40,5.23,225,7.2,212,62,136,86,8.0,42,29,7.7
EYS27_63,R,77.10,0.09,12.24,1.35,0.02,0.03,0.56,3.24,5.39,221,6.7,216,60,122,82,6.6,39,30,6.9
EYS27_63_2,R,76.69,0.09,12.41,1.40,0.02,0.03,0.56,3.54,5.26,225,7.4,211,58,138,86,7.9,37,29,7.1
EYS27_68,R,77.05,0.08,12.32,1.40,0.02,0.03,0.53,3.31,5.25,219,6.5,203,62,121,82,6.8,41,27,7.4
EYS27_69,R,77.19,0.09,12.26,1.41,0.02,0.03,0.53,3.25,5.22,217,6.5,191,60,131,80,7.4,44,29,7.2
EYS27_69_2,R,77.28,0.09,12.27,1.46,0.02,0.03,0.57,3.20,5.09,221,7.3,203,61,126,81,9.6,45,30,9.1
EYS27_7,R,77.08,0.08,12.45,1.47,0.02,0.03,0.52,3.45,4.90,222,7.6,212,62,130,88,7.7,43,32,7.5
EYS27_70,R,76.69,0.09,12.45,1.47,0.02,0.03,0.55,3.56,5.15,218,6.6,197,59,131,76,7.3,41,28,7.0
EYS27_74,R,76.80,0.08,12.69,1.41,0.02,0.03,0.55,3.36,5.07,217,6.4,196,58,116,78,6.5,41,27,8.0
EYS27_75,R,76.69,0.09,12.38,1.36,0.02,0.03,0.54,3.49,5.39,225,6.7,199,61,108,80,7.3,44,27,7.4
EYS27_75_2,R,76.92,0.08,12.42,1.40,0.02,0.03,0.55,3.40,5.17,214,5.7,195,58,106,79,7.9,42,29,7.5
EYS27_8,R,76.83,0.09,12.40,1.45,0.02,0.03,0.57,3.50,5.12,220,6.7,199,60,126,80,8.1,40,30,6.5
EYS27_81,R,76.56,0.08,12.66,1.46,0.02,0.03,0.59,3.38,5.21,221,6.1,212,61,121,83,7.0,40,29,7.5
EYS27_82,R,77.02,0.09,12.35,1.48,0.02,0.03,0.54,3.20,5.28,225,6.6,206,59,118,83,7.5,40,31,8.0
EYS27_84,R,77.42,0.09,12.06,1.36,0.02,0.03,0.57,3.29,5.16,226,7.1,210,59,123,78,7.4,40,30,7.1
EYS27_84_2,R,77.06,0.09,12.38,1.42,0.02,0.03,0.55,3.43,5.01,235,7.1,207,61,125,83,7.7,43,32,7.1
